Order Date,Sales,Order Lines
2017-09-23,1322.145,13
2017-09-24,2286.05,12
2017-09-25,2384.003,13
2017-09-26,2698.1665,17
2017-09-27,1992.9858,5
2017-09-28,99.136,1
2017-09-29,1271.5520000000001,9
2017-09-30,525.884,2
2017-10-01,781.414,8
2017-10-02,18452.972,7
2017-10-03,1680.696,7
2017-10-04,5912.782,7
2017-10-05,0.0,0
2017-10-06,830.4000000000001,5
2017-10-07,973.712,5
2017-10-08,561.5360000000001,4
2017-10-09,546.92,5
2017-10-10,252.36100000000002,5
2017-10-11,33.064,2
2017-10-12,0.0,0
2017-10-13,1650.618,19
2017-10-14,3335.888,10
2017-10-15,1620.15,13
2017-10-16,142.182,1
2017-10-17,2953.346,6
2017-10-18,307.92,1
2017-10-19,0.0,0
2017-10-20,946.174,10
2017-10-21,7877.272,19
2017-10-22,188.28,5
2017-10-23,467.42199999999997,4
2017-10-24,1365.498,6
2017-10-25,783.96,1
2017-10-26,0.0,0
2017-10-27,978.7900000000001,9
2017-10-28,2899.0209999999997,17
2017-10-29,131.154,4
2017-10-30,159.002,4
2017-10-31,3750.4990000000003,8
2017-11-01,453.374,4
2017-11-02,0.0,0
2017-11-03,3802.7960000000003,24
2017-11-04,3888.8179999999998,20
2017-11-05,4266.8988,19
2017-11-06,773.2560000000001,7
2017-11-07,3810.464,19
2017-11-08,993.9000000000001,2
2017-11-09,479.97,1
2017-11-10,4723.478,35
2017-11-11,4944.296,19
2017-11-12,4914.938,16
2017-11-13,2945.138,13
2017-11-14,2774.0620000000004,16
2017-11-15,2145.718,5
2017-11-16,36.72,2
2017-11-17,142.684,4
2017-11-18,3958.9320000000002,12
2017-11-19,638.462,18
2017-11-20,3070.333,22
2017-11-21,1176.891,12
2017-11-22,317.044,10
2017-11-23,100.61599999999999,3
2017-11-24,6394.5380000000005,27
2017-11-25,7978.551,12
2017-11-26,8329.743,16
2017-11-27,1305.769,10
2017-11-28,3428.372,11
2017-11-29,300.592,2
2017-11-30,970.142,5
2017-12-01,7365.455,23
2017-12-02,4684.616,17
2017-12-03,5269.816,16
2017-12-04,944.2860000000001,9
2017-12-05,5138.934,13
2017-12-06,2859.974,11
2017-12-07,0.0,0
2017-12-08,4709.095,15
2017-12-09,1855.483,17
2017-12-10,3453.23,13
2017-12-11,6102.25,28
2017-12-12,1874.0449999999998,10
2017-12-13,1194.088,4
2017-12-14,828.654,9
2017-12-15,2637.087,7
2017-12-16,628.5419999999999,5
2017-12-17,12185.134,7
2017-12-18,7051.35,21
2017-12-19,815.1120000000001,7
2017-12-20,134.54,4
2017-12-21,0.0,0
2017-12-22,1043.128,8
2017-12-23,6965.857,20
2017-12-24,1938.26,8
2017-12-25,10488.055,19
2017-12-26,1829.418,13
2017-12-27,959.49,7
2017-12-28,0.0,0
2017-12-29,1277.68,12
2017-12-30,773.774,8
2017-12-31,731.768,7
2018-01-01,1481.8280000000002,10
2018-01-02,2079.554,8
2018-01-03,2070.272,3
2018-01-04,0.0,0
2018-01-05,0.0,0
2018-01-06,33.74,1
2018-01-07,3395.59,6
2018-01-08,892.98,1
2018-01-09,274.491,1
2018-01-10,0.0,0
2018-01-11,0.0,0
2018-01-12,848.52,4
2018-01-13,4619.33,4
2018-01-14,697.338,10
2018-01-15,2140.28,8
2018-01-16,6230.2919999999995,5
2018-01-17,0.0,0
2018-01-18,0.0,0
2018-01-19,2013.715,9
2018-01-20,767.838,6
2018-01-21,2546.643,14
2018-01-22,4212.372,6
2018-01-23,450.334,7
2018-01-24,418.66599999999994,4
2018-01-25,0.0,0
2018-01-26,3055.2799999999997,6
2018-01-27,331.914,4
2018-01-28,1007.52,4
2018-01-29,158.642,6
2018-01-30,3749.335,16
2018-01-31,0.0,0
2018-02-01,0.0,0
2018-02-02,913.354,9
2018-02-03,922.327,8
2018-02-04,32.67,1
2018-02-05,2263.012,4
2018-02-06,904.354,5
2018-02-07,0.0,0
2018-02-08,0.0,0
2018-02-09,773.7639999999999,6
2018-02-10,227.103,2
2018-02-11,1241.516,5
2018-02-12,0.0,0
2018-02-13,1058.43,7
2018-02-14,0.0,0
2018-02-15,0.0,0
2018-02-16,1337.442,8
2018-02-17,2964.8174,13
2018-02-18,287.326,3
2018-02-19,1314.59,4
2018-02-20,1150.29,11
2018-02-21,47.904,1
2018-02-22,0.0,0
2018-02-23,117.79999999999998,3
2018-02-24,1448.676,3
2018-02-25,430.49199999999996,3
2018-02-26,2467.5099999999998,6
2018-02-27,0.0,0
2018-02-28,17.62,2
2018-03-01,0.0,0
2018-03-02,1450.126,11
2018-03-03,2000.1039999999998,7
2018-03-04,228.822,6
2018-03-05,1240.02,9
2018-03-06,778.236,10
2018-03-07,166.59,3
2018-03-08,843.1,4
2018-03-09,710.804,3
2018-03-10,1252.952,9
2018-03-11,1973.708,7
2018-03-12,353.28,3
2018-03-13,4791.35,20
2018-03-14,49.616,1
2018-03-15,0.0,0
2018-03-16,2014.381,13
2018-03-17,542.746,13
2018-03-18,1027.758,10
2018-03-19,2157.308,10
2018-03-20,899.568,6
2018-03-21,3332.636,12
2018-03-22,0.0,0
2018-03-23,14816.068,8
2018-03-24,1257.298,7
2018-03-25,3567.026,12
2018-03-26,3252.88,11
2018-03-27,2933.516,14
2018-03-28,1504.702,8
2018-03-29,81.4,1
2018-03-30,656.407,6
2018-03-31,4981.010799999999,13
2018-04-01,5972.988,12
2018-04-02,822.97,5
2018-04-03,32.528,2
2018-04-04,808.47,6
2018-04-05,0.0,0
2018-04-06,114.41999999999999,2
2018-04-07,1971.2905,7
2018-04-08,6401.93,8
2018-04-09,1626.71,12
2018-04-10,755.529,10
2018-04-11,319.806,7
2018-04-12,69.66,2
2018-04-13,1345.8239999999998,4
2018-04-14,652.93,8
2018-04-15,332.338,6
2018-04-16,944.429,10
2018-04-17,3431.4590000000003,13
2018-04-18,0.0,0
2018-04-19,0.0,0
2018-04-20,1053.614,10
2018-04-21,1254.564,8
2018-04-22,947.692,3
2018-04-23,1199.222,15
2018-04-24,928.558,9
2018-04-25,678.113,8
2018-04-26,61.608000000000004,3
2018-04-27,576.5756,6
2018-04-28,795.296,4
2018-04-29,1053.26,2
2018-04-30,1390.1260000000002,18
2018-05-01,4108.37,6
2018-05-02,399.11,5
2018-05-03,1386.346,9
2018-05-04,1146.2450000000001,10
2018-05-05,185.123,6
2018-05-06,2991.4018,12
2018-05-07,2549.468,6
2018-05-08,3658.5540000000005,5
2018-05-09,1078.222,7
2018-05-10,0.0,0
2018-05-11,449.469,9
2018-05-12,970.384,13
2018-05-13,3066.378,9
2018-05-14,4182.062,21
2018-05-15,421.264,8
2018-05-16,221.024,1
2018-05-17,0.0,0
2018-05-18,1830.508,17
2018-05-19,4919.182,20
2018-05-20,2997.578,12
2018-05-21,538.02,2
2018-05-22,336.56199999999995,7
2018-05-23,241.436,5
2018-05-24,0.0,0
2018-05-25,886.026,6
2018-05-26,270.24,4
2018-05-27,2084.908,11
2018-05-28,1480.103,12
2018-05-29,691.108,8
2018-05-30,736.8904,9
2018-05-31,0.0,0
2018-06-01,586.042,6
2018-06-02,135.70600000000002,6
2018-06-03,2952.036,17
2018-06-04,279.414,8
2018-06-05,491.11199999999997,2
2018-06-06,31.349999999999998,2
2018-06-07,0.0,0
2018-06-08,2227.038,11
2018-06-09,939.1329999999999,5
2018-06-10,2513.3430000000003,13
2018-06-11,1580.894,14
2018-06-12,1679.968,11
2018-06-13,1156.018,5
2018-06-14,0.0,0
2018-06-15,4057.51,16
2018-06-16,2724.194,13
2018-06-17,3896.672,9
2018-06-18,1031.1555,3
2018-06-19,1900.193,12
2018-06-20,1028.228,9
2018-06-21,595.656,5
2018-06-22,579.019,6
2018-06-23,0.0,0
2018-06-24,1184.684,9
2018-06-25,1508.3519999999999,6
2018-06-26,4224.136,16
2018-06-27,1644.906,5
2018-06-28,0.0,0
2018-06-29,4521.9912,15
2018-06-30,4721.977,11
2018-07-01,639.83,3
2018-07-02,169.192,2
2018-07-03,6963.4039999999995,20
2018-07-04,0.0,0
2018-07-05,476.35400000000004,6
2018-07-06,380.37800000000004,4
2018-07-07,1620.25,9
2018-07-08,1980.2640000000001,19
2018-07-09,1671.214,9
2018-07-10,359.21399999999994,3
2018-07-11,1728.892,7
2018-07-12,3.816,1
2018-07-13,504.542,4
2018-07-14,3598.9339999999997,13
2018-07-15,2132.229,10
2018-07-16,74.284,2
2018-07-17,2191.873,9
2018-07-18,2106.794,8
2018-07-19,0.0,0
2018-07-20,2283.208,12
2018-07-21,3683.832,22
2018-07-22,556.3140000000001,2
2018-07-23,898.188,10
2018-07-24,2399.96,1
2018-07-25,798.742,8
2018-07-26,2012.3020000000001,2
2018-07-27,947.832,7
2018-07-28,1170.5639999999999,3
2018-07-29,1391.294,12
2018-07-30,523.376,4
2018-07-31,1558.028,11
2018-08-01,2085.65,6
2018-08-02,0.0,0
2018-08-03,514.828,6
2018-08-04,20.07,3
2018-08-05,503.676,5
2018-08-06,1424.026,7
2018-08-07,3479.624,17
2018-08-08,0.0,0
2018-08-09,0.0,0
2018-08-10,1823.0700000000002,4
2018-08-11,708.726,6
2018-08-12,3693.084,12
2018-08-13,2643.164,13
2018-08-14,440.736,3
2018-08-15,1949.872,3
2018-08-16,80.564,2
2018-08-17,9517.287999999999,17
2018-08-18,7078.4839999999995,17
2018-08-19,512.446,4
2018-08-20,692.95,7
2018-08-21,8284.534,20
2018-08-22,524.54,2
2018-08-23,4590.344,5
2018-08-24,685.0560000000002,4
2018-08-25,361.988,5
2018-08-26,190.66,3
2018-08-27,6190.538,19
2018-08-28,1443.6319999999998,8
2018-08-29,235.46800000000002,5
2018-08-30,0.0,0
2018-08-31,3162.83,11
2018-09-01,1261.81,7
2018-09-02,8652.334,33
2018-09-03,1595.849,13
2018-09-04,5360.202,28
2018-09-05,327.044,5
2018-09-06,0.0,0
2018-09-07,3848.565,23
2018-09-08,2184.327,14
2018-09-09,4356.061,29
2018-09-10,2506.646,18
2018-09-11,5564.006,22
2018-09-12,491.54999999999995,7
2018-09-13,15.92,1
2018-09-14,3471.403,17
2018-09-15,7285.026,26
2018-09-16,831.65,12
2018-09-17,4979.226,17
2018-09-18,1511.93,20
2018-09-19,1648.188,15
2018-09-20,7359.918,14
2018-09-21,338.172,8
2018-09-22,7871.213,22
2018-09-23,2395.786,20
2018-09-24,6450.4619999999995,25
2018-09-25,1412.213,13
2018-09-26,1486.576,7
2018-09-27,0.0,0
2018-09-28,559.271,10
2018-09-29,1846.78,20
2018-09-30,540.76,7
2018-10-01,2978.466,12
2018-10-02,5418.022,26
2018-10-03,2504.48,9
2018-10-04,19.98,1
2018-10-05,6684.616,15
2018-10-06,1180.82,9
2018-10-07,2749.21,11
2018-10-08,608.356,6
2018-10-09,1496.589,11
2018-10-10,239.358,1
2018-10-11,0.0,0
2018-10-12,5625.394,17
2018-10-13,8405.802,15
2018-10-14,134.332,5
2018-10-15,1017.94,8
2018-10-16,3473.5969999999998,6
2018-10-17,126.352,4
2018-10-18,0.0,0
2018-10-19,2781.8702000000003,16
2018-10-20,1333.858,15
2018-10-21,4537.201,18
2018-10-22,15158.877,12
2018-10-23,3352.3940000000002,18
2018-10-24,529.0849999999999,2
2018-10-25,0.0,0
2018-10-26,999.868,10
2018-10-27,1086.32,12
2018-10-28,408.726,8
2018-10-29,46.96,1
2018-10-30,4025.7299999999996,23
2018-10-31,523.928,3
2018-11-01,2921.43,4
2018-11-02,6294.386,25
2018-11-03,4536.937,23
2018-11-04,10668.096,17
2018-11-05,2355.064,18
2018-11-06,4288.75,27
2018-11-07,2413.378,10
2018-11-08,384.1,2
2018-11-09,4751.492,12
2018-11-10,4007.5480000000002,15
2018-11-11,1815.2179999999998,15
2018-11-12,2911.386,30
2018-11-13,6633.4202000000005,22
2018-11-14,834.6579999999999,10
2018-11-15,559.2,2
2018-11-16,4755.234,18
2018-11-17,13408.7928,14
2018-11-18,1469.756,21
2018-11-19,7397.272,26
2018-11-20,2988.274,17
2018-11-21,2236.1839999999997,15
2018-11-22,35.712,1
2018-11-23,1153.109,17
2018-11-24,4736.061,24
2018-11-25,3666.157,13
2018-11-26,5048.1720000000005,16
2018-11-27,1618.254,13
2018-11-28,6912.944,12
2018-11-29,491.888,2
2018-11-30,6645.282,15
2018-12-01,5331.178,34
2018-12-02,9951.182,34
2018-12-03,1403.842,20
2018-12-04,2639.638,18
2018-12-05,1453.136,19
2018-12-06,10.68,1
2018-12-07,2916.514,9
2018-12-08,7643.041,30
2018-12-09,5470.39,33
2018-12-10,3873.5589999999997,21
2018-12-11,2025.035,19
2018-12-12,0.0,0
2018-12-13,580.936,6
2018-12-14,3897.714,18
2018-12-15,306.88800000000003,5
2018-12-16,858.702,13
2018-12-17,2027.758,13
2018-12-18,3645.911,20
2018-12-19,1895.926,5
2018-12-20,377.736,5
2018-12-21,2140.94,11
2018-12-22,7442.021,27
2018-12-23,1926.776,15
2018-12-24,6233.054,16
2018-12-25,2698.927,23
2018-12-26,814.5939999999999,4
2018-12-27,177.636,2
2018-12-28,1657.3508000000002,19
2018-12-29,2915.534,12
2018-12-30,713.7900000000001,7
